Position,Decimal,Appearance
0x314E,12622,ㅎ
0x314F,12623,ㅏ
0x3150,12624,ㅐ
0x3151,12625,ㅑ
0x3152,12626,ㅒ
0x3153,12627,ㅓ
0x3154,12628,ㅔ
0x3155,12629,ㅕ
0x3156,12630,ㅖ
0x3157,12631,ㅗ
0x3158,12632,ㅘ
0x3159,12633,ㅙ
0x315A,12634,ㅚ
0x315B,12635,ㅛ
0x315C,12636,ㅜ
0x315D,12637,ㅝ
0x315E,12638,ㅞ
0x315F,12639,ㅟ
0x3160,12640,ㅠ
0x3161,12641,ㅡ
0x3162,12642,ㅢ
0x3163,12643,ㅣ
0x3164,12644,ㅤ
0x3165,12645,ㅥ
0x3166,12646,ㅦ
0x3167,12647,ㅧ
0x3168,12648,ㅨ
0x3169,12649,ㅩ
0x316A,12650,ㅪ
0x316B,12651,ㅫ
0x316C,12652,ㅬ
0x316D,12653,ㅭ
0x316E,12654,ㅮ
0x316F,12655,ㅯ
0x3170,12656,ㅰ
0x3171,12657,ㅱ
0x3172,12658,ㅲ
0x3173,12659,ㅳ
0x3174,12660,ㅴ
0x3175,12661,ㅵ
0x3176,12662,ㅶ
0x3177,12663,ㅷ
0x3178,12664,ㅸ
0x3179,12665,ㅹ
0x317A,12666,ㅺ
0x317B,12667,ㅻ
0x317C,12668,ㅼ
0x317D,12669,ㅽ
0x317E,12670,ㅾ
0x317F,12671,ㅿ
0x3180,12672,ㆀ
0x3181,12673,ㆁ
0x3182,12674,ㆂ
0x3183,12675,ㆃ
0x3184,12676,ㆄ
0x3185,12677,ㆅ
0x3186,12678,ㆆ
0x3187,12679,ㆇ
0x3188,12680,ㆈ
0x3189,12681,ㆉ
0x318A,12682,ㆊ
0x318B,12683,ㆋ
0x318C,12684,ㆌ
0x318D,12685,ㆍ
0x318E,12686,ㆎ
,,
0x3190,12688,㆐
0x3191,12689,㆑
0x3192,12690,㆒
0x3193,12691,㆓
0x3194,12692,㆔
0x3195,12693,㆕
0x3196,12694,㆖
0x3197,12695,㆗
0x3198,12696,㆘
0x3199,12697,㆙
0x319A,12698,㆚
0x319B,12699,㆛
0x319C,12700,㆜
0x319D,12701,㆝
0x319E,12702,㆞
0x319F,12703,㆟
,,
0x31A0,12704,ㆠ
0x31A1,12705,ㆡ
0x31A2,12706,ㆢ
0x31A3,12707,ㆣ
0x31A4,12708,ㆤ
0x31A5,12709,ㆥ
0x31A6,12710,ㆦ
0x31A7,12711,ㆧ
0x31A8,12712,ㆨ
0x31A9,12713,ㆩ
0x31AA,12714,ㆪ
0x31AB,12715,ㆫ
0x31AC,12716,ㆬ
0x31AD,12717,ㆭ
0x31AE,12718,ㆮ
0x31AF,12719,ㆯ
0x31B0,12720,ㆰ
0x31B1,12721,ㆱ
0x31B2,12722,ㆲ
0x31B3,12723,ㆳ
0x31B4,12724,ㆴ
0x31B5,12725,ㆵ
0x31B6,12726,ㆶ
0x31B7,12727,ㆷ
,,
0x3200,12800,㈀
0x3201,12801,㈁
0x3202,12802,㈂
0x3203,12803,㈃
0x3204,12804,㈄
0x3205,12805,㈅
0x3206,12806,㈆
0x3207,12807,㈇
0x3208,12808,㈈
0x3209,12809,㈉
0x320A,12810,㈊
0x320B,12811,㈋
0x320C,12812,㈌
0x320D,12813,㈍
0x320E,12814,㈎
0x320F,12815,㈏
0x3210,12816,㈐
0x3211,12817,㈑
0x3212,12818,㈒
0x3213,12819,㈓
0x3214,12820,㈔
0x3215,12821,㈕
0x3216,12822,㈖
0x3217,12823,㈗
0x3218,12824,㈘
0x3219,12825,㈙
0x321A,12826,㈚
0x321B,12827,㈛
0x321C,12828,㈜
0x3220,12832,㈠
0x3221,12833,㈡
0x3222,12834,㈢
0x3223,12835,㈣
0x3224,12836,㈤
0x3225,12837,㈥
0x3226,12838,㈦
0x3227,12839,㈧
0x3228,12840,㈨
0x3229,12841,㈩
0x322A,12842,㈪
0x322B,12843,㈫
0x322C,12844,㈬
0x322D,12845,㈭
0x322E,12846,㈮
0x322F,12847,㈯
0x3230,12848,㈰
0x3231,12849,㈱
0x3232,12850,㈲
0x3233,12851,㈳
0x3234,12852,㈴
0x3235,12853,㈵
0x3236,12854,㈶
0x3237,12855,㈷
0x3238,12856,㈸
0x3239,12857,㈹
0x323A,12858,㈺
0x323B,12859,㈻
0x323C,12860,㈼
0x323D,12861,㈽
0x323E,12862,㈾
0x323F,12863,㈿
0x3240,12864,㉀
0x3241,12865,㉁
0x3242,12866,㉂
0x3243,12867,㉃
0x3260,12896,㉠
0x3261,12897,㉡
0x3262,12898,㉢
0x3263,12899,㉣
0x3264,12900,㉤
0x3265,12901,㉥
0x3266,12902,㉦
0x3267,12903,㉧
0x3268,12904,㉨
0x3269,12905,㉩
0x326A,12906,㉪
0x326B,12907,㉫
0x326C,12908,㉬
0x326D,12909,㉭
0x326E,12910,㉮
0x326F,12911,㉯
0x3270,12912,㉰
0x3271,12913,㉱
0x3272,12914,㉲
0x3273,12915,㉳
0x3274,12916,㉴
0x3275,12917,㉵
0x3276,12918,㉶
0x3277,12919,㉷
0x3278,12920,㉸
0x3279,12921,㉹
0x327A,12922,㉺
0x327B,12923,㉻
0x327F,12927,㉿
0x3280,12928,㊀
0x3281,12929,㊁
0x3282,12930,㊂
0x3283,12931,㊃
0x3284,12932,㊄
0x3285,12933,㊅
0x3286,12934,㊆
0x3287,12935,㊇
0x3288,12936,㊈
0x3289,12937,㊉
0x328A,12938,㊊
0x328B,12939,㊋
0x328C,12940,㊌
0x328D,12941,㊍
0x328E,12942,㊎
0x328F,12943,㊏
0x3290,12944,㊐
0x3291,12945,㊑
0x3292,12946,㊒
0x3293,12947,㊓
0x3294,12948,㊔
0x3295,12949,㊕
0x3296,12950,㊖
0x3297,12951,㊗
0x3298,12952,㊘
0x3299,12953,㊙
0x329A,12954,㊚
0x329B,12955,㊛
0x329C,12956,㊜
0x329D,12957,㊝
0x329E,12958,㊞
0x329F,12959,㊟
0x32A0,12960,㊠
0x32A1,12961,㊡
0x32A2,12962,㊢
0x32A3,12963,㊣
0x32A4,12964,㊤
0x32A5,12965,㊥
0x32A6,12966,㊦
0x32A7,12967,㊧
0x32A8,12968,㊨
0x32A9,12969,㊩
0x32AA,12970,㊪
0x32AB,12971,㊫
0x32AC,12972,㊬
0x32AD,12973,㊭
0x32AE,12974,㊮
0x32AF,12975,㊯
0x32B0,12976,㊰
0x32C0,12992,㋀
0x32C1,12993,㋁
0x32C2,12994,㋂
0x32C3,12995,㋃
0x32C4,12996,㋄
0x32C5,12997,㋅
0x32C6,12998,㋆
0x32C7,12999,㋇
0x32C8,13000,㋈
0x32C9,13001,㋉
0x32CA,13002,㋊
0x32CB,13003,㋋
0x32D0,13008,㋐
0x32D1,13009,㋑
0x32D2,13010,㋒
0x32D3,13011,㋓
0x32D4,13012,㋔
0x32D5,13013,㋕
0x32D6,13014,㋖
0x32D7,13015,㋗
0x32D8,13016,㋘
0x32D9,13017,㋙
0x32DA,13018,㋚
0x32DB,13019,㋛
0x32DC,13020,㋜
0x32DD,13021,㋝
0x32DE,13022,㋞
0x32DF,13023,㋟
0x32E0,13024,㋠
0x32E1,13025,㋡
0x32E2,13026,㋢
0x32E3,13027,㋣
0x32E4,13028,㋤
0x32E5,13029,㋥
0x32E6,13030,㋦
0x32E7,13031,㋧
0x32E8,13032,㋨
0x32E9,13033,㋩
0x32EA,13034,㋪
0x32EB,13035,㋫
0x32EC,13036,㋬
0x32ED,13037,㋭
0x32EE,13038,㋮
0x32EF,13039,㋯
0x32F0,13040,㋰
0x32F1,13041,㋱
0x32F2,13042,㋲
0x32F3,13043,㋳
0x32F4,13044,㋴
0x32F5,13045,㋵
0x32F6,13046,㋶
0x32F7,13047,㋷
0x32F8,13048,㋸
0x32F9,13049,㋹
0x32FA,13050,㋺
0x32FB,13051,㋻
0x32FC,13052,㋼
0x32FD,13053,㋽
0x32FE,13054,㋾
,,
0x3300,13056,㌀
0x3301,13057,㌁
0x3302,13058,㌂
0x3303,13059,㌃
0x3304,13060,㌄
0x3305,13061,㌅
0x3306,13062,㌆
0x3307,13063,㌇
0x3308,13064,㌈
0x3309,13065,㌉
0x330A,13066,㌊
0x330B,13067,㌋
0x330C,13068,㌌
0x330D,13069,㌍
0x330E,13070,㌎
0x330F,13071,㌏
0x3310,13072,㌐
0x3311,13073,㌑
0x3312,13074,㌒
0x3313,13075,㌓
0x3314,13076,㌔
0x3315,13077,㌕
0x3316,13078,㌖
0x3317,13079,㌗
0x3318,13080,㌘
0x3319,13081,㌙
0x331A,13082,㌚
0x331B,13083,㌛
0x331C,13084,㌜
0x331D,13085,㌝
0x331E,13086,㌞
0x331F,13087,㌟
0x3320,13088,㌠
0x3321,13089,㌡
0x3322,13090,㌢
0x3323,13091,㌣
0x3324,13092,㌤
0x3325,13093,㌥
0x3326,13094,㌦
0x3327,13095,㌧
0x3328,13096,㌨
0x3329,13097,㌩
0x332A,13098,㌪
0x332B,13099,㌫
0x332C,13100,㌬
0x332D,13101,㌭
0x332E,13102,㌮
0x332F,13103,㌯
0x3330,13104,㌰
0x3331,13105,㌱
0x3332,13106,㌲
0x3333,13107,㌳
0x3334,13108,㌴
0x3335,13109,㌵
0x3336,13110,㌶
0x3337,13111,㌷
0x3338,13112,㌸
0x3339,13113,㌹
0x333A,13114,㌺
0x333B,13115,㌻
0x333C,13116,㌼
0x333D,13117,㌽
0x333E,13118,㌾
0x333F,13119,㌿
0x3340,13120,㍀
0x3341,13121,㍁
0x3342,13122,㍂
0x3343,13123,㍃
0x3344,13124,㍄
0x3345,13125,㍅
0x3346,13126,㍆
0x3347,13127,㍇
0x3348,13128,㍈
0x3349,13129,㍉
0x334A,13130,㍊
0x334B,13131,㍋
0x334C,13132,㍌
0x334D,13133,㍍
0x334E,13134,㍎
0x334F,13135,㍏
0x3350,13136,㍐
0x3351,13137,㍑
0x3352,13138,㍒
0x3353,13139,㍓
0x3354,13140,㍔
0x3355,13141,㍕
0x3356,13142,㍖
0x3357,13143,㍗
0x3358,13144,㍘
0x3359,13145,㍙
0x335A,13146,㍚
0x335B,13147,㍛
0x335C,13148,㍜
0x335D,13149,㍝
0x335E,13150,㍞
0x335F,13151,㍟
0x3360,13152,㍠
0x3361,13153,㍡
0x3362,13154,㍢
0x3363,13155,㍣
0x3364,13156,㍤
0x3365,13157,㍥
0x3366,13158,㍦
0x3367,13159,㍧
0x3368,13160,㍨
0x3369,13161,㍩
0x336A,13162,㍪
0x336B,13163,㍫
0x336C,13164,㍬
0x336D,13165,㍭
0x336E,13166,㍮
0x336F,13167,㍯
0x3370,13168,㍰
0x3371,13169,㍱
0x3372,13170,㍲
0x3373,13171,㍳
0x3374,13172,㍴
0x3375,13173,㍵
0x3376,13174,㍶
0x337B,13179,㍻
0x337C,13180,㍼
0x337D,13181,㍽
0x337E,13182,㍾
0x337F,13183,㍿
0x3380,13184,㎀
0x3381,13185,㎁
0x3382,13186,㎂
0x3383,13187,㎃
0x3384,13188,㎄
0x3385,13189,㎅
0x3386,13190,㎆
0x3387,13191,㎇
0x3388,13192,㎈
0x3389,13193,㎉
0x338A,13194,㎊
0x338B,13195,㎋
0x338C,13196,㎌
0x338D,13197,㎍
0x338E,13198,㎎
0x338F,13199,㎏
0x3390,13200,㎐
0x3391,13201,㎑
0x3392,13202,㎒
0x3393,13203,㎓
0x3394,13204,㎔
0x3395,13205,㎕
0x3396,13206,㎖
0x3397,13207,㎗
0x3398,13208,㎘
0x3399,13209,㎙
0x339A,13210,㎚
0x339B,13211,㎛
0x339C,13212,㎜
0x339D,13213,㎝
0x339E,13214,㎞
0x339F,13215,㎟
0x33A0,13216,㎠
0x33A1,13217,㎡
0x33A2,13218,㎢
0x33A3,13219,㎣
0x33A4,13220,㎤
0x33A5,13221,㎥
0x33A6,13222,㎦
0x33A7,13223,㎧
0x33A8,13224,㎨
0x33A9,13225,㎩
0x33AA,13226,㎪
0x33AB,13227,㎫
0x33AC,13228,㎬
0x33AD,13229,㎭
0x33AE,13230,㎮
0x33AF,13231,㎯
0x33B0,13232,㎰
0x33B1,13233,㎱
0x33B2,13234,㎲
0x33B3,13235,㎳
0x33B4,13236,㎴
0x33B5,13237,㎵
0x33B6,13238,㎶
0x33B7,13239,㎷
0x33B8,13240,㎸
0x33B9,13241,㎹
0x33BA,13242,㎺
0x33BB,13243,㎻
0x33BC,13244,㎼
0x33BD,13245,㎽
0x33BE,13246,㎾
0x33BF,13247,㎿
0x33C0,13248,㏀
0x33C1,13249,㏁
0x33C2,13250,㏂
0x33C3,13251,㏃
0x33C4,13252,㏄
0x33C5,13253,㏅
0x33C6,13254,㏆
0x33C7,13255,㏇
0x33C8,13256,㏈
0x33C9,13257,㏉
0x33CA,13258,㏊
0x33CB,13259,㏋
0x33CC,13260,㏌
0x33CD,13261,㏍
0x33CE,13262,㏎
0x33CF,13263,㏏
0x33D0,13264,㏐
0x33D1,13265,㏑
0x33D2,13266,㏒
0x33D3,13267,㏓
0x33D4,13268,㏔
0x33D5,13269,㏕
0x33D6,13270,㏖
0x33D7,13271,㏗
0x33D8,13272,㏘
0x33D9,13273,㏙
0x33DA,13274,㏚
0x33DB,13275,㏛
0x33DC,13276,㏜
0x33DD,13277,㏝
0x33E0,13280,㏠
0x33E1,13281,㏡
0x33E2,13282,㏢
0x33E3,13283,㏣
0x33E4,13284,㏤
0x33E5,13285,㏥
0x33E6,13286,㏦
0x33E7,13287,㏧
0x33E8,13288,㏨
0x33E9,13289,㏩
0x33EA,13290,㏪
0x33EB,13291,㏫
0x33EC,13292,㏬
0x33ED,13293,㏭
0x33EE,13294,㏮
0x33EF,13295,㏯
0x33F0,13296,㏰
0x33F1,13297,㏱
0x33F2,13298,㏲
0x33F3,13299,㏳
0x33F4,13300,㏴
0x33F5,13301,㏵
0x33F6,13302,㏶
0x33F7,13303,㏷
0x33F8,13304,㏸
0x33F9,13305,㏹
0x33FA,13306,㏺
0x33FB,13307,㏻
0x33FC,13308,㏼
0x33FD,13309,㏽
0x33FE,13310,㏾
,,
0x3400,13312,㐀
0x4DB5,19893,䶵
,,
0x4E00,19968,一
0x9FA5,40869,龥
,,
0xA000,40960,ꀀ
0xA001,40961,ꀁ
0xA002,40962,ꀂ
0xA003,40963,ꀃ
0xA004,40964,ꀄ
0xA005,40965,ꀅ
0xA006,40966,ꀆ
0xA007,40967,ꀇ
0xA008,40968,ꀈ
0xA009,40969,ꀉ
0xA00A,40970,ꀊ
0xA00B,40971,ꀋ
0xA00C,40972,ꀌ
0xA00D,40973,ꀍ
0xA00E,40974,ꀎ
0xA00F,40975,ꀏ
0xA010,40976,ꀐ
0xA011,40977,ꀑ
0xA012,40978,ꀒ
0xA013,40979,ꀓ
0xA014,40980,ꀔ
0xA015,40981,ꀕ
0xA016,40982,ꀖ
0xA017,40983,ꀗ
0xA018,40984,ꀘ
0xA019,40985,ꀙ
0xA01A,40986,ꀚ
0xA01B,40987,ꀛ
0xA01C,40988,ꀜ
0xA01D,40989,ꀝ
0xA01E,40990,ꀞ
0xA01F,40991,ꀟ
0xA020,40992,ꀠ
0xA021,40993,ꀡ
0xA022,40994,ꀢ
0xA023,40995,ꀣ
0xA024,40996,ꀤ
0xA025,40997,ꀥ
0xA026,40998,ꀦ
0xA027,40999,ꀧ
0xA028,41000,ꀨ
0xA029,41001,ꀩ
0xA02A,41002,ꀪ
0xA02B,41003,ꀫ
0xA02C,41004,ꀬ
0xA02D,41005,ꀭ
0xA02E,41006,ꀮ
0xA02F,41007,ꀯ
0xA030,41008,ꀰ
0xA031,41009,ꀱ
0xA032,41010,ꀲ
0xA033,41011,ꀳ
0xA034,41012,ꀴ
0xA035,41013,ꀵ
0xA036,41014,ꀶ
0xA037,41015,ꀷ
0xA038,41016,ꀸ
0xA039,41017,ꀹ
0xA03A,41018,ꀺ
0xA03B,41019,ꀻ
0xA03C,41020,ꀼ
0xA03D,41021,ꀽ
0xA03E,41022,ꀾ
0xA03F,41023,ꀿ
0xA040,41024,ꁀ
0xA041,41025,ꁁ
0xA042,41026,ꁂ
0xA043,41027,ꁃ
0xA044,41028,ꁄ
0xA045,41029,ꁅ
0xA046,41030,ꁆ
0xA047,41031,ꁇ
0xA048,41032,ꁈ
0xA049,41033,ꁉ
0xA04A,41034,ꁊ
0xA04B,41035,ꁋ
0xA04C,41036,ꁌ
0xA04D,41037,ꁍ
0xA04E,41038,ꁎ
0xA04F,41039,ꁏ
0xA050,41040,ꁐ
0xA051,41041,ꁑ
0xA052,41042,ꁒ
0xA053,41043,ꁓ
0xA054,41044,ꁔ
0xA055,41045,ꁕ
0xA056,41046,ꁖ
0xA057,41047,ꁗ
0xA058,41048,ꁘ
0xA059,41049,ꁙ
0xA05A,41050,ꁚ
0xA05B,41051,ꁛ
0xA05C,41052,ꁜ
0xA05D,41053,ꁝ
0xA05E,41054,ꁞ
0xA05F,41055,ꁟ
0xA060,41056,ꁠ
0xA061,41057,ꁡ
0xA062,41058,ꁢ
0xA063,41059,ꁣ
0xA064,41060,ꁤ
0xA065,41061,ꁥ
0xA066,41062,ꁦ
0xA067,41063,ꁧ
0xA068,41064,ꁨ
0xA069,41065,ꁩ
0xA06A,41066,ꁪ
0xA06B,41067,ꁫ
0xA06C,41068,ꁬ
0xA06D,41069,ꁭ
0xA06E,41070,ꁮ
0xA06F,41071,ꁯ
0xA070,41072,ꁰ
0xA071,41073,ꁱ
0xA072,41074,ꁲ
0xA073,41075,ꁳ
0xA074,41076,ꁴ
0xA075,41077,ꁵ
0xA076,41078,ꁶ
0xA077,41079,ꁷ
0xA078,41080,ꁸ
0xA079,41081,ꁹ
0xA07A,41082,ꁺ
0xA07B,41083,ꁻ
0xA07C,41084,ꁼ
0xA07D,41085,ꁽ
0xA07E,41086,ꁾ
0xA07F,41087,ꁿ
0xA080,41088,ꂀ
0xA081,41089,ꂁ
0xA082,41090,ꂂ
0xA083,41091,ꂃ
0xA084,41092,ꂄ
0xA085,41093,ꂅ
0xA086,41094,ꂆ
0xA087,41095,ꂇ
0xA088,41096,ꂈ
0xA089,41097,ꂉ
0xA08A,41098,ꂊ
0xA08B,41099,ꂋ
0xA08C,41100,ꂌ
0xA08D,41101,ꂍ
0xA08E,41102,ꂎ
0xA08F,41103,ꂏ
0xA090,41104,ꂐ
0xA091,41105,ꂑ
0xA092,41106,ꂒ
0xA093,41107,ꂓ
0xA094,41108,ꂔ
0xA095,41109,ꂕ
0xA096,41110,ꂖ
0xA097,41111,ꂗ
0xA098,41112,ꂘ
0xA099,41113,ꂙ
0xA09A,41114,ꂚ
0xA09B,41115,ꂛ
0xA09C,41116,ꂜ
0xA09D,41117,ꂝ
0xA09E,41118,ꂞ
0xA09F,41119,ꂟ
0xA0A0,41120,ꂠ
0xA0A1,41121,ꂡ
0xA0A2,41122,ꂢ
0xA0A3,41123,ꂣ
0xA0A4,41124,ꂤ
0xA0A5,41125,ꂥ
0xA0A6,41126,ꂦ
0xA0A7,41127,ꂧ
0xA0A8,41128,ꂨ
0xA0A9,41129,ꂩ
0xA0AA,41130,ꂪ
0xA0AB,41131,ꂫ
0xA0AC,41132,ꂬ
0xA0AD,41133,ꂭ
0xA0AE,41134,ꂮ
0xA0AF,41135,ꂯ
0xA0B0,41136,ꂰ
0xA0B1,41137,ꂱ
0xA0B2,41138,ꂲ
0xA0B3,41139,ꂳ
0xA0B4,41140,ꂴ
0xA0B5,41141,ꂵ
0xA0B6,41142,ꂶ
0xA0B7,41143,ꂷ
0xA0B8,41144,ꂸ
0xA0B9,41145,ꂹ
0xA0BA,41146,ꂺ
0xA0BB,41147,ꂻ
0xA0BC,41148,ꂼ
0xA0BD,41149,ꂽ
0xA0BE,41150,ꂾ
0xA0BF,41151,ꂿ
0xA0C0,41152,ꃀ
0xA0C1,41153,ꃁ
0xA0C2,41154,ꃂ
0xA0C3,41155,ꃃ
0xA0C4,41156,ꃄ
0xA0C5,41157,ꃅ
0xA0C6,41158,ꃆ
0xA0C7,41159,ꃇ
0xA0C8,41160,ꃈ
0xA0C9,41161,ꃉ
0xA0CA,41162,ꃊ
0xA0CB,41163,ꃋ
0xA0CC,41164,ꃌ
0xA0CD,41165,ꃍ
0xA0CE,41166,ꃎ
0xA0CF,41167,ꃏ
0xA0D0,41168,ꃐ
0xA0D1,41169,ꃑ
0xA0D2,41170,ꃒ
0xA0D3,41171,ꃓ
0xA0D4,41172,ꃔ
0xA0D5,41173,ꃕ
0xA0D6,41174,ꃖ
0xA0D7,41175,ꃗ
0xA0D8,41176,ꃘ
0xA0D9,41177,ꃙ
0xA0DA,41178,ꃚ
0xA0DB,41179,ꃛ
0xA0DC,41180,ꃜ
0xA0DD,41181,ꃝ
0xA0DE,41182,ꃞ
0xA0DF,41183,ꃟ
0xA0E0,41184,ꃠ
0xA0E1,41185,ꃡ
0xA0E2,41186,ꃢ
0xA0E3,41187,ꃣ
0xA0E4,41188,ꃤ
0xA0E5,41189,ꃥ
0xA0E6,41190,ꃦ
0xA0E7,41191,ꃧ
0xA0E8,41192,ꃨ
0xA0E9,41193,ꃩ
0xA0EA,41194,ꃪ
0xA0EB,41195,ꃫ
0xA0EC,41196,ꃬ
0xA0ED,41197,ꃭ
0xA0EE,41198,ꃮ
0xA0EF,41199,ꃯ
0xA0F0,41200,ꃰ
0xA0F1,41201,ꃱ
0xA0F2,41202,ꃲ
0xA0F3,41203,ꃳ
0xA0F4,41204,ꃴ
0xA0F5,41205,ꃵ
0xA0F6,41206,ꃶ
0xA0F7,41207,ꃷ
0xA0F8,41208,ꃸ
0xA0F9,41209,ꃹ
0xA0FA,41210,ꃺ
0xA0FB,41211,ꃻ
0xA0FC,41212,ꃼ
0xA0FD,41213,ꃽ
0xA0FE,41214,ꃾ
0xA0FF,41215,ꃿ
0xA100,41216,ꄀ
0xA101,41217,ꄁ
0xA102,41218,ꄂ
0xA103,41219,ꄃ
0xA104,41220,ꄄ
0xA105,41221,ꄅ
0xA106,41222,ꄆ
0xA107,41223,ꄇ
0xA108,41224,ꄈ
0xA109,41225,ꄉ
0xA10A,41226,ꄊ
0xA10B,41227,ꄋ
0xA10C,41228,ꄌ
0xA10D,41229,ꄍ
0xA10E,41230,ꄎ
0xA10F,41231,ꄏ
0xA110,41232,ꄐ
0xA111,41233,ꄑ
0xA112,41234,ꄒ
0xA113,41235,ꄓ
0xA114,41236,ꄔ
0xA115,41237,ꄕ
0xA116,41238,ꄖ
0xA117,41239,ꄗ
0xA118,41240,ꄘ
0xA119,41241,ꄙ
0xA11A,41242,ꄚ
0xA11B,41243,ꄛ
0xA11C,41244,ꄜ
0xA11D,41245,ꄝ
0xA11E,41246,ꄞ
0xA11F,41247,ꄟ
0xA120,41248,ꄠ
0xA121,41249,ꄡ
0xA122,41250,ꄢ
0xA123,41251,ꄣ
0xA124,41252,ꄤ
0xA125,41253,ꄥ
0xA126,41254,ꄦ
0xA127,41255,ꄧ
0xA128,41256,ꄨ
0xA129,41257,ꄩ
0xA12A,41258,ꄪ
0xA12B,41259,ꄫ
0xA12C,41260,ꄬ
0xA12D,41261,ꄭ
0xA12E,41262,ꄮ
0xA12F,41263,ꄯ
0xA130,41264,ꄰ
0xA131,41265,ꄱ
0xA132,41266,ꄲ
0xA133,41267,ꄳ
0xA134,41268,ꄴ
0xA135,41269,ꄵ
0xA136,41270,ꄶ
0xA137,41271,ꄷ
0xA138,41272,ꄸ
0xA139,41273,ꄹ
0xA13A,41274,ꄺ
0xA13B,41275,ꄻ
0xA13C,41276,ꄼ
0xA13D,41277,ꄽ
0xA13E,41278,ꄾ
0xA13F,41279,ꄿ
0xA140,41280,ꅀ
0xA141,41281,ꅁ
0xA142,41282,ꅂ
0xA143,41283,ꅃ
0xA144,41284,ꅄ
0xA145,41285,ꅅ
0xA146,41286,ꅆ
0xA147,41287,ꅇ
0xA148,41288,ꅈ
0xA149,41289,ꅉ
0xA14A,41290,ꅊ
0xA14B,41291,ꅋ
0xA14C,41292,ꅌ
0xA14D,41293,ꅍ
0xA14E,41294,ꅎ
0xA14F,41295,ꅏ
0xA150,41296,ꅐ
0xA151,41297,ꅑ
0xA152,41298,ꅒ
0xA153,41299,ꅓ
0xA154,41300,ꅔ
0xA155,41301,ꅕ
0xA156,41302,ꅖ
0xA157,41303,ꅗ
0xA158,41304,ꅘ
0xA159,41305,ꅙ
0xA15A,41306,ꅚ
0xA15B,41307,ꅛ
0xA15C,41308,ꅜ
0xA15D,41309,ꅝ
0xA15E,41310,ꅞ
0xA15F,41311,ꅟ
0xA160,41312,ꅠ
0xA161,41313,ꅡ
0xA162,41314,ꅢ
0xA163,41315,ꅣ
0xA164,41316,ꅤ
0xA165,41317,ꅥ
0xA166,41318,ꅦ
0xA167,41319,ꅧ
0xA168,41320,ꅨ
0xA169,41321,ꅩ
0xA16A,41322,ꅪ
0xA16B,41323,ꅫ
0xA16C,41324,ꅬ
0xA16D,41325,ꅭ
0xA16E,41326,ꅮ
0xA16F,41327,ꅯ
0xA170,41328,ꅰ
0xA171,41329,ꅱ
0xA172,41330,ꅲ
0xA173,41331,ꅳ
0xA174,41332,ꅴ
0xA175,41333,ꅵ
0xA176,41334,ꅶ
0xA177,41335,ꅷ
0xA178,41336,ꅸ
0xA179,41337,ꅹ
0xA17A,41338,ꅺ
0xA17B,41339,ꅻ
0xA17C,41340,ꅼ
0xA17D,41341,ꅽ
0xA17E,41342,ꅾ
0xA17F,41343,ꅿ
0xA180,41344,ꆀ
0xA181,41345,ꆁ
0xA182,41346,ꆂ
0xA183,41347,ꆃ
0xA184,41348,ꆄ
0xA185,41349,ꆅ
0xA186,41350,ꆆ
0xA187,41351,ꆇ
0xA188,41352,ꆈ
0xA189,41353,ꆉ
0xA18A,41354,ꆊ
0xA18B,41355,ꆋ
0xA18C,41356,ꆌ
0xA18D,41357,ꆍ
0xA18E,41358,ꆎ
0xA18F,41359,ꆏ
0xA190,41360,ꆐ
0xA191,41361,ꆑ
0xA192,41362,ꆒ
0xA193,41363,ꆓ
0xA194,41364,ꆔ
0xA195,41365,ꆕ
0xA196,41366,ꆖ
0xA197,41367,ꆗ
0xA198,41368,ꆘ
0xA199,41369,ꆙ
0xA19A,41370,ꆚ
0xA19B,41371,ꆛ
0xA19C,41372,ꆜ
0xA19D,41373,ꆝ
0xA19E,41374,ꆞ
0xA19F,41375,ꆟ
0xA1A0,41376,ꆠ
0xA1A1,41377,ꆡ
0xA1A2,41378,ꆢ
0xA1A3,41379,ꆣ
0xA1A4,41380,ꆤ
0xA1A5,41381,ꆥ
0xA1A6,41382,ꆦ
0xA1A7,41383,ꆧ
0xA1A8,41384,ꆨ
0xA1A9,41385,ꆩ
0xA1AA,41386,ꆪ
0xA1AB,41387,ꆫ
0xA1AC,41388,ꆬ
0xA1AD,41389,ꆭ
0xA1AE,41390,ꆮ
0xA1AF,41391,ꆯ
0xA1B0,41392,ꆰ
0xA1B1,41393,ꆱ
0xA1B2,41394,ꆲ
0xA1B3,41395,ꆳ
0xA1B4,41396,ꆴ
0xA1B5,41397,ꆵ
0xA1B6,41398,ꆶ
0xA1B7,41399,ꆷ
0xA1B8,41400,ꆸ
0xA1B9,41401,ꆹ
0xA1BA,41402,ꆺ
0xA1BB,41403,ꆻ
0xA1BC,41404,ꆼ
0xA1BD,41405,ꆽ
0xA1BE,41406,ꆾ
0xA1BF,41407,ꆿ
0xA1C0,41408,ꇀ
0xA1C1,41409,ꇁ
0xA1C2,41410,ꇂ
0xA1C3,41411,ꇃ
0xA1C4,41412,ꇄ
0xA1C5,41413,ꇅ
0xA1C6,41414,ꇆ
0xA1C7,41415,ꇇ
0xA1C8,41416,ꇈ
0xA1C9,41417,ꇉ
0xA1CA,41418,ꇊ
0xA1CB,41419,ꇋ
0xA1CC,41420,ꇌ
0xA1CD,41421,ꇍ
