Position,Decimal,Appearance
0x1634,5684,ᘴ
0x1635,5685,ᘵ
0x1636,5686,ᘶ
0x1637,5687,ᘷ
0x1638,5688,ᘸ
0x1639,5689,ᘹ
0x163A,5690,ᘺ
0x163B,5691,ᘻ
0x163C,5692,ᘼ
0x163D,5693,ᘽ
0x163E,5694,ᘾ
0x163F,5695,ᘿ
0x1640,5696,ᙀ
0x1641,5697,ᙁ
0x1642,5698,ᙂ
0x1643,5699,ᙃ
0x1644,5700,ᙄ
0x1645,5701,ᙅ
0x1646,5702,ᙆ
0x1647,5703,ᙇ
0x1648,5704,ᙈ
0x1649,5705,ᙉ
0x164A,5706,ᙊ
0x164B,5707,ᙋ
0x164C,5708,ᙌ
0x164D,5709,ᙍ
0x164E,5710,ᙎ
0x164F,5711,ᙏ
0x1650,5712,ᙐ
0x1651,5713,ᙑ
0x1652,5714,ᙒ
0x1653,5715,ᙓ
0x1654,5716,ᙔ
0x1655,5717,ᙕ
0x1656,5718,ᙖ
0x1657,5719,ᙗ
0x1658,5720,ᙘ
0x1659,5721,ᙙ
0x165A,5722,ᙚ
0x165B,5723,ᙛ
0x165C,5724,ᙜ
0x165D,5725,ᙝ
0x165E,5726,ᙞ
0x165F,5727,ᙟ
0x1660,5728,ᙠ
0x1661,5729,ᙡ
0x1662,5730,ᙢ
0x1663,5731,ᙣ
0x1664,5732,ᙤ
0x1665,5733,ᙥ
0x1666,5734,ᙦ
0x1667,5735,ᙧ
0x1668,5736,ᙨ
0x1669,5737,ᙩ
0x166A,5738,ᙪ
0x166B,5739,ᙫ
0x166C,5740,ᙬ
0x166D,5741,᙭
0x166E,5742,᙮
0x166F,5743,ᙯ
0x1670,5744,ᙰ
0x1671,5745,ᙱ
0x1672,5746,ᙲ
0x1673,5747,ᙳ
0x1674,5748,ᙴ
0x1675,5749,ᙵ
0x1676,5750,ᙶ
,,
0x1680,5760, 
0x1681,5761,ᚁ
0x1682,5762,ᚂ
0x1683,5763,ᚃ
0x1684,5764,ᚄ
0x1685,5765,ᚅ
0x1686,5766,ᚆ
0x1687,5767,ᚇ
0x1688,5768,ᚈ
0x1689,5769,ᚉ
0x168A,5770,ᚊ
0x168B,5771,ᚋ
0x168C,5772,ᚌ
0x168D,5773,ᚍ
0x168E,5774,ᚎ
0x168F,5775,ᚏ
0x1690,5776,ᚐ
0x1691,5777,ᚑ
0x1692,5778,ᚒ
0x1693,5779,ᚓ
0x1694,5780,ᚔ
0x1695,5781,ᚕ
0x1696,5782,ᚖ
0x1697,5783,ᚗ
0x1698,5784,ᚘ
0x1699,5785,ᚙ
0x169A,5786,ᚚ
0x169B,5787,᚛
0x169C,5788,᚜
,,
0x16A0,5792,ᚠ
0x16A1,5793,ᚡ
0x16A2,5794,ᚢ
0x16A3,5795,ᚣ
0x16A4,5796,ᚤ
0x16A5,5797,ᚥ
0x16A6,5798,ᚦ
0x16A7,5799,ᚧ
0x16A8,5800,ᚨ
0x16A9,5801,ᚩ
0x16AA,5802,ᚪ
0x16AB,5803,ᚫ
0x16AC,5804,ᚬ
0x16AD,5805,ᚭ
0x16AE,5806,ᚮ
0x16AF,5807,ᚯ
0x16B0,5808,ᚰ
0x16B1,5809,ᚱ
0x16B2,5810,ᚲ
0x16B3,5811,ᚳ
0x16B4,5812,ᚴ
0x16B5,5813,ᚵ
0x16B6,5814,ᚶ
0x16B7,5815,ᚷ
0x16B8,5816,ᚸ
0x16B9,5817,ᚹ
0x16BA,5818,ᚺ
0x16BB,5819,ᚻ
0x16BC,5820,ᚼ
0x16BD,5821,ᚽ
0x16BE,5822,ᚾ
0x16BF,5823,ᚿ
0x16C0,5824,ᛀ
0x16C1,5825,ᛁ
0x16C2,5826,ᛂ
0x16C3,5827,ᛃ
0x16C4,5828,ᛄ
0x16C5,5829,ᛅ
0x16C6,5830,ᛆ
0x16C7,5831,ᛇ
0x16C8,5832,ᛈ
0x16C9,5833,ᛉ
0x16CA,5834,ᛊ
0x16CB,5835,ᛋ
0x16CC,5836,ᛌ
0x16CD,5837,ᛍ
0x16CE,5838,ᛎ
0x16CF,5839,ᛏ
0x16D0,5840,ᛐ
0x16D1,5841,ᛑ
0x16D2,5842,ᛒ
0x16D3,5843,ᛓ
0x16D4,5844,ᛔ
0x16D5,5845,ᛕ
0x16D6,5846,ᛖ
0x16D7,5847,ᛗ
0x16D8,5848,ᛘ
0x16D9,5849,ᛙ
0x16DA,5850,ᛚ
0x16DB,5851,ᛛ
0x16DC,5852,ᛜ
0x16DD,5853,ᛝ
0x16DE,5854,ᛞ
0x16DF,5855,ᛟ
0x16E0,5856,ᛠ
0x16E1,5857,ᛡ
0x16E2,5858,ᛢ
0x16E3,5859,ᛣ
0x16E4,5860,ᛤ
0x16E5,5861,ᛥ
0x16E6,5862,ᛦ
0x16E7,5863,ᛧ
0x16E8,5864,ᛨ
0x16E9,5865,ᛩ
0x16EA,5866,ᛪ
0x16EB,5867,᛫
0x16EC,5868,᛬
0x16ED,5869,᛭
0x16EE,5870,ᛮ
0x16EF,5871,ᛯ
0x16F0,5872,ᛰ
,,
0x1780,6016,ក
0x1781,6017,ខ
0x1782,6018,គ
0x1783,6019,ឃ
0x1784,6020,ង
0x1785,6021,ច
0x1786,6022,ឆ
0x1787,6023,ជ
0x1788,6024,ឈ
0x1789,6025,ញ
0x178A,6026,ដ
0x178B,6027,ឋ
0x178C,6028,ឌ
0x178D,6029,ឍ
0x178E,6030,ណ
0x178F,6031,ត
0x1790,6032,ថ
0x1791,6033,ទ
0x1792,6034,ធ
0x1793,6035,ន
0x1794,6036,ប
0x1795,6037,ផ
0x1796,6038,ព
0x1797,6039,ភ
0x1798,6040,ម
0x1799,6041,យ
0x179A,6042,រ
0x179B,6043,ល
0x179C,6044,វ
0x179D,6045,ឝ
0x179E,6046,ឞ
0x179F,6047,ស
0x17A0,6048,ហ
0x17A1,6049,ឡ
0x17A2,6050,អ
0x17A3,6051,ឣ
0x17A4,6052,ឤ
0x17A5,6053,ឥ
0x17A6,6054,ឦ
0x17A7,6055,ឧ
0x17A8,6056,ឨ
0x17A9,6057,ឩ
0x17AA,6058,ឪ
0x17AB,6059,ឫ
0x17AC,6060,ឬ
0x17AD,6061,ឭ
0x17AE,6062,ឮ
0x17AF,6063,ឯ
0x17B0,6064,ឰ
0x17B1,6065,ឱ
0x17B2,6066,ឲ
0x17B3,6067,ឳ
0x17B4,6068,឴
0x17B5,6069,឵
0x17B6,6070,ា
0x17B7,6071,ិ
0x17B8,6072,ី
0x17B9,6073,ឹ
0x17BA,6074,ឺ
0x17BB,6075,ុ
0x17BC,6076,ូ
0x17BD,6077,ួ
0x17BE,6078,ើ
0x17BF,6079,ឿ
0x17C0,6080,ៀ
0x17C1,6081,េ
0x17C2,6082,ែ
0x17C3,6083,ៃ
0x17C4,6084,ោ
0x17C5,6085,ៅ
0x17C6,6086,ំ
0x17C7,6087,ះ
0x17C8,6088,ៈ
0x17C9,6089,៉
0x17CA,6090,៊
0x17CB,6091,់
0x17CC,6092,៌
0x17CD,6093,៍
0x17CE,6094,៎
0x17CF,6095,៏
0x17D0,6096,័
0x17D1,6097,៑
0x17D2,6098,្
0x17D3,6099,៓
0x17D4,6100,។
0x17D5,6101,៕
0x17D6,6102,៖
0x17D7,6103,ៗ
0x17D8,6104,៘
0x17D9,6105,៙
0x17DA,6106,៚
0x17DB,6107,៛
0x17DC,6108,ៜ
0x17E0,6112,០
0x17E1,6113,១
0x17E2,6114,២
0x17E3,6115,៣
0x17E4,6116,៤
0x17E5,6117,៥
0x17E6,6118,៦
0x17E7,6119,៧
0x17E8,6120,៨
0x17E9,6121,៩
,,
0x1800,6144,᠀
0x1801,6145,᠁
0x1802,6146,᠂
0x1803,6147,᠃
0x1804,6148,᠄
0x1805,6149,᠅
0x1806,6150,᠆
0x1807,6151,᠇
0x1808,6152,᠈
0x1809,6153,᠉
0x180A,6154,᠊
0x180B,6155,᠋
0x180C,6156,᠌
0x180D,6157,᠍
0x180E,6158,᠎
0x1810,6160,᠐
0x1811,6161,᠑
0x1812,6162,᠒
0x1813,6163,᠓
0x1814,6164,᠔
0x1815,6165,᠕
0x1816,6166,᠖
0x1817,6167,᠗
0x1818,6168,᠘
0x1819,6169,᠙
0x1820,6176,ᠠ
0x1821,6177,ᠡ
0x1822,6178,ᠢ
0x1823,6179,ᠣ
0x1824,6180,ᠤ
0x1825,6181,ᠥ
0x1826,6182,ᠦ
0x1827,6183,ᠧ
0x1828,6184,ᠨ
0x1829,6185,ᠩ
0x182A,6186,ᠪ
0x182B,6187,ᠫ
0x182C,6188,ᠬ
0x182D,6189,ᠭ
0x182E,6190,ᠮ
0x182F,6191,ᠯ
0x1830,6192,ᠰ
0x1831,6193,ᠱ
0x1832,6194,ᠲ
0x1833,6195,ᠳ
0x1834,6196,ᠴ
0x1835,6197,ᠵ
0x1836,6198,ᠶ
0x1837,6199,ᠷ
0x1838,6200,ᠸ
0x1839,6201,ᠹ
0x183A,6202,ᠺ
0x183B,6203,ᠻ
0x183C,6204,ᠼ
0x183D,6205,ᠽ
0x183E,6206,ᠾ
0x183F,6207,ᠿ
0x1840,6208,ᡀ
0x1841,6209,ᡁ
0x1842,6210,ᡂ
0x1843,6211,ᡃ
0x1844,6212,ᡄ
0x1845,6213,ᡅ
0x1846,6214,ᡆ
0x1847,6215,ᡇ
0x1848,6216,ᡈ
0x1849,6217,ᡉ
0x184A,6218,ᡊ
0x184B,6219,ᡋ
0x184C,6220,ᡌ
0x184D,6221,ᡍ
0x184E,6222,ᡎ
0x184F,6223,ᡏ
0x1850,6224,ᡐ
0x1851,6225,ᡑ
0x1852,6226,ᡒ
0x1853,6227,ᡓ
0x1854,6228,ᡔ
0x1855,6229,ᡕ
0x1856,6230,ᡖ
0x1857,6231,ᡗ
0x1858,6232,ᡘ
0x1859,6233,ᡙ
0x185A,6234,ᡚ
0x185B,6235,ᡛ
0x185C,6236,ᡜ
0x185D,6237,ᡝ
0x185E,6238,ᡞ
0x185F,6239,ᡟ
0x1860,6240,ᡠ
0x1861,6241,ᡡ
0x1862,6242,ᡢ
0x1863,6243,ᡣ
0x1864,6244,ᡤ
0x1865,6245,ᡥ
0x1866,6246,ᡦ
0x1867,6247,ᡧ
0x1868,6248,ᡨ
0x1869,6249,ᡩ
0x186A,6250,ᡪ
0x186B,6251,ᡫ
0x186C,6252,ᡬ
0x186D,6253,ᡭ
0x186E,6254,ᡮ
0x186F,6255,ᡯ
0x1870,6256,ᡰ
0x1871,6257,ᡱ
0x1872,6258,ᡲ
0x1873,6259,ᡳ
0x1874,6260,ᡴ
0x1875,6261,ᡵ
0x1876,6262,ᡶ
0x1877,6263,ᡷ
0x1880,6272,ᢀ
0x1881,6273,ᢁ
0x1882,6274,ᢂ
0x1883,6275,ᢃ
0x1884,6276,ᢄ
0x1885,6277,ᢅ
0x1886,6278,ᢆ
0x1887,6279,ᢇ
0x1888,6280,ᢈ
0x1889,6281,ᢉ
0x188A,6282,ᢊ
0x188B,6283,ᢋ
0x188C,6284,ᢌ
0x188D,6285,ᢍ
0x188E,6286,ᢎ
0x188F,6287,ᢏ
0x1890,6288,ᢐ
0x1891,6289,ᢑ
0x1892,6290,ᢒ
0x1893,6291,ᢓ
0x1894,6292,ᢔ
0x1895,6293,ᢕ
0x1896,6294,ᢖ
0x1897,6295,ᢗ
0x1898,6296,ᢘ
0x1899,6297,ᢙ
0x189A,6298,ᢚ
0x189B,6299,ᢛ
0x189C,6300,ᢜ
0x189D,6301,ᢝ
0x189E,6302,ᢞ
0x189F,6303,ᢟ
0x18A0,6304,ᢠ
0x18A1,6305,ᢡ
0x18A2,6306,ᢢ
0x18A3,6307,ᢣ
0x18A4,6308,ᢤ
0x18A5,6309,ᢥ
0x18A6,6310,ᢦ
0x18A7,6311,ᢧ
0x18A8,6312,ᢨ
0x18A9,6313,ᢩ
,,
0x1E00,7680,Ḁ
0x1E01,7681,ḁ
0x1E02,7682,Ḃ
0x1E03,7683,ḃ
0x1E04,7684,Ḅ
0x1E05,7685,ḅ
0x1E06,7686,Ḇ
0x1E07,7687,ḇ
0x1E08,7688,Ḉ
0x1E09,7689,ḉ
0x1E0A,7690,Ḋ
0x1E0B,7691,ḋ
0x1E0C,7692,Ḍ
0x1E0D,7693,ḍ
0x1E0E,7694,Ḏ
0x1E0F,7695,ḏ
0x1E10,7696,Ḑ
0x1E11,7697,ḑ
0x1E12,7698,Ḓ
0x1E13,7699,ḓ
0x1E14,7700,Ḕ
0x1E15,7701,ḕ
0x1E16,7702,Ḗ
0x1E17,7703,ḗ
0x1E18,7704,Ḙ
0x1E19,7705,ḙ
0x1E1A,7706,Ḛ
0x1E1B,7707,ḛ
0x1E1C,7708,Ḝ
0x1E1D,7709,ḝ
0x1E1E,7710,Ḟ
0x1E1F,7711,ḟ
0x1E20,7712,Ḡ
0x1E21,7713,ḡ
0x1E22,7714,Ḣ
0x1E23,7715,ḣ
0x1E24,7716,Ḥ
0x1E25,7717,ḥ
0x1E26,7718,Ḧ
0x1E27,7719,ḧ
0x1E28,7720,Ḩ
0x1E29,7721,ḩ
0x1E2A,7722,Ḫ
0x1E2B,7723,ḫ
0x1E2C,7724,Ḭ
0x1E2D,7725,ḭ
0x1E2E,7726,Ḯ
0x1E2F,7727,ḯ
0x1E30,7728,Ḱ
0x1E31,7729,ḱ
0x1E32,7730,Ḳ
0x1E33,7731,ḳ
0x1E34,7732,Ḵ
0x1E35,7733,ḵ
0x1E36,7734,Ḷ
0x1E37,7735,ḷ
0x1E38,7736,Ḹ
0x1E39,7737,ḹ
0x1E3A,7738,Ḻ
0x1E3B,7739,ḻ
0x1E3C,7740,Ḽ
0x1E3D,7741,ḽ
0x1E3E,7742,Ḿ
0x1E3F,7743,ḿ
0x1E40,7744,Ṁ
0x1E41,7745,ṁ
0x1E42,7746,Ṃ
0x1E43,7747,ṃ
0x1E44,7748,Ṅ
0x1E45,7749,ṅ
0x1E46,7750,Ṇ
0x1E47,7751,ṇ
0x1E48,7752,Ṉ
0x1E49,7753,ṉ
0x1E4A,7754,Ṋ
0x1E4B,7755,ṋ
0x1E4C,7756,Ṍ
0x1E4D,7757,ṍ
0x1E4E,7758,Ṏ
0x1E4F,7759,ṏ
0x1E50,7760,Ṑ
0x1E51,7761,ṑ
0x1E52,7762,Ṓ
0x1E53,7763,ṓ
0x1E54,7764,Ṕ
0x1E55,7765,ṕ
0x1E56,7766,Ṗ
0x1E57,7767,ṗ
0x1E58,7768,Ṙ
0x1E59,7769,ṙ
0x1E5A,7770,Ṛ
0x1E5B,7771,ṛ
0x1E5C,7772,Ṝ
0x1E5D,7773,ṝ
0x1E5E,7774,Ṟ
0x1E5F,7775,ṟ
0x1E60,7776,Ṡ
0x1E61,7777,ṡ
0x1E62,7778,Ṣ
0x1E63,7779,ṣ
0x1E64,7780,Ṥ
0x1E65,7781,ṥ
0x1E66,7782,Ṧ
0x1E67,7783,ṧ
0x1E68,7784,Ṩ
0x1E69,7785,ṩ
0x1E6A,7786,Ṫ
0x1E6B,7787,ṫ
0x1E6C,7788,Ṭ
0x1E6D,7789,ṭ
0x1E6E,7790,Ṯ
0x1E6F,7791,ṯ
0x1E70,7792,Ṱ
0x1E71,7793,ṱ
0x1E72,7794,Ṳ
0x1E73,7795,ṳ
0x1E74,7796,Ṵ
0x1E75,7797,ṵ
0x1E76,7798,Ṷ
0x1E77,7799,ṷ
0x1E78,7800,Ṹ
0x1E79,7801,ṹ
0x1E7A,7802,Ṻ
0x1E7B,7803,ṻ
0x1E7C,7804,Ṽ
0x1E7D,7805,ṽ
0x1E7E,7806,Ṿ
0x1E7F,7807,ṿ
0x1E80,7808,Ẁ
0x1E81,7809,ẁ
0x1E82,7810,Ẃ
0x1E83,7811,ẃ
0x1E84,7812,Ẅ
0x1E85,7813,ẅ
0x1E86,7814,Ẇ
0x1E87,7815,ẇ
0x1E88,7816,Ẉ
0x1E89,7817,ẉ
0x1E8A,7818,Ẋ
0x1E8B,7819,ẋ
0x1E8C,7820,Ẍ
0x1E8D,7821,ẍ
0x1E8E,7822,Ẏ
0x1E8F,7823,ẏ
0x1E90,7824,Ẑ
0x1E91,7825,ẑ
0x1E92,7826,Ẓ
0x1E93,7827,ẓ
0x1E94,7828,Ẕ
0x1E95,7829,ẕ
0x1E96,7830,ẖ
0x1E97,7831,ẗ
0x1E98,7832,ẘ
0x1E99,7833,ẙ
0x1E9A,7834,ẚ
0x1E9B,7835,ẛ
0x1EA0,7840,Ạ
0x1EA1,7841,ạ
0x1EA2,7842,Ả
0x1EA3,7843,ả
0x1EA4,7844,Ấ
0x1EA5,7845,ấ
0x1EA6,7846,Ầ
0x1EA7,7847,ầ
0x1EA8,7848,Ẩ
0x1EA9,7849,ẩ
0x1EAA,7850,Ẫ
0x1EAB,7851,ẫ
0x1EAC,7852,Ậ
0x1EAD,7853,ậ
0x1EAE,7854,Ắ
0x1EAF,7855,ắ
0x1EB0,7856,Ằ
0x1EB1,7857,ằ
0x1EB2,7858,Ẳ
0x1EB3,7859,ẳ
0x1EB4,7860,Ẵ
0x1EB5,7861,ẵ
0x1EB6,7862,Ặ
0x1EB7,7863,ặ
0x1EB8,7864,Ẹ
0x1EB9,7865,ẹ
0x1EBA,7866,Ẻ
0x1EBB,7867,ẻ
0x1EBC,7868,Ẽ
0x1EBD,7869,ẽ
0x1EBE,7870,Ế
0x1EBF,7871,ế
0x1EC0,7872,Ề
0x1EC1,7873,ề
0x1EC2,7874,Ể
0x1EC3,7875,ể
0x1EC4,7876,Ễ
0x1EC5,7877,ễ
0x1EC6,7878,Ệ
0x1EC7,7879,ệ
0x1EC8,7880,Ỉ
0x1EC9,7881,ỉ
0x1ECA,7882,Ị
0x1ECB,7883,ị
0x1ECC,7884,Ọ
0x1ECD,7885,ọ
0x1ECE,7886,Ỏ
0x1ECF,7887,ỏ
0x1ED0,7888,Ố
0x1ED1,7889,ố
0x1ED2,7890,Ồ
0x1ED3,7891,ồ
0x1ED4,7892,Ổ
0x1ED5,7893,ổ
0x1ED6,7894,Ỗ
0x1ED7,7895,ỗ
0x1ED8,7896,Ộ
0x1ED9,7897,ộ
0x1EDA,7898,Ớ
0x1EDB,7899,ớ
0x1EDC,7900,Ờ
0x1EDD,7901,ờ
0x1EDE,7902,Ở
0x1EDF,7903,ở
0x1EE0,7904,Ỡ
0x1EE1,7905,ỡ
0x1EE2,7906,Ợ
0x1EE3,7907,ợ
0x1EE4,7908,Ụ
0x1EE5,7909,ụ
0x1EE6,7910,Ủ
0x1EE7,7911,ủ
0x1EE8,7912,Ứ
0x1EE9,7913,ứ
0x1EEA,7914,Ừ
0x1EEB,7915,ừ
0x1EEC,7916,Ử
0x1EED,7917,ử
0x1EEE,7918,Ữ
0x1EEF,7919,ữ
0x1EF0,7920,Ự
0x1EF1,7921,ự
0x1EF2,7922,Ỳ
0x1EF3,7923,ỳ
0x1EF4,7924,Ỵ
0x1EF5,7925,ỵ
0x1EF6,7926,Ỷ
0x1EF7,7927,ỷ
0x1EF8,7928,Ỹ
0x1EF9,7929,ỹ
,,
0x1F00,7936,ἀ
0x1F01,7937,ἁ
0x1F02,7938,ἂ
0x1F03,7939,ἃ
0x1F04,7940,ἄ
0x1F05,7941,ἅ
0x1F06,7942,ἆ
0x1F07,7943,ἇ
0x1F08,7944,Ἀ
0x1F09,7945,Ἁ
0x1F0A,7946,Ἂ
0x1F0B,7947,Ἃ
0x1F0C,7948,Ἄ
0x1F0D,7949,Ἅ
0x1F0E,7950,Ἆ
0x1F0F,7951,Ἇ
0x1F10,7952,ἐ
0x1F11,7953,ἑ
0x1F12,7954,ἒ
0x1F13,7955,ἓ
0x1F14,7956,ἔ
0x1F15,7957,ἕ
0x1F18,7960,Ἐ
0x1F19,7961,Ἑ
0x1F1A,7962,Ἒ
0x1F1B,7963,Ἓ
0x1F1C,7964,Ἔ
0x1F1D,7965,Ἕ
0x1F20,7968,ἠ
0x1F21,7969,ἡ
0x1F22,7970,ἢ
0x1F23,7971,ἣ
0x1F24,7972,ἤ
0x1F25,7973,ἥ
0x1F26,7974,ἦ
0x1F27,7975,ἧ
0x1F28,7976,Ἠ
0x1F29,7977,Ἡ
0x1F2A,7978,Ἢ
0x1F2B,7979,Ἣ
0x1F2C,7980,Ἤ
0x1F2D,7981,Ἥ
0x1F2E,7982,Ἦ
0x1F2F,7983,Ἧ
0x1F30,7984,ἰ
0x1F31,7985,ἱ
0x1F32,7986,ἲ
0x1F33,7987,ἳ
0x1F34,7988,ἴ
0x1F35,7989,ἵ
0x1F36,7990,ἶ
0x1F37,7991,ἷ
0x1F38,7992,Ἰ
0x1F39,7993,Ἱ
0x1F3A,7994,Ἲ
0x1F3B,7995,Ἳ
0x1F3C,7996,Ἴ
0x1F3D,7997,Ἵ
0x1F3E,7998,Ἶ
0x1F3F,7999,Ἷ
0x1F40,8000,ὀ
0x1F41,8001,ὁ
0x1F42,8002,ὂ
0x1F43,8003,ὃ
0x1F44,8004,ὄ
0x1F45,8005,ὅ
0x1F48,8008,Ὀ
0x1F49,8009,Ὁ
0x1F4A,8010,Ὂ
0x1F4B,8011,Ὃ
0x1F4C,8012,Ὄ
0x1F4D,8013,Ὅ
0x1F50,8016,ὐ
0x1F51,8017,ὑ
0x1F52,8018,ὒ
0x1F53,8019,ὓ
0x1F54,8020,ὔ
0x1F55,8021,ὕ
0x1F56,8022,ὖ
0x1F57,8023,ὗ
0x1F59,8025,Ὑ
0x1F5B,8027,Ὓ
0x1F5D,8029,Ὕ
0x1F5F,8031,Ὗ
0x1F60,8032,ὠ
0x1F61,8033,ὡ
0x1F62,8034,ὢ
0x1F63,8035,ὣ
0x1F64,8036,ὤ
0x1F65,8037,ὥ
0x1F66,8038,ὦ
0x1F67,8039,ὧ
0x1F68,8040,Ὠ
0x1F69,8041,Ὡ
0x1F6A,8042,Ὢ
0x1F6B,8043,Ὣ
0x1F6C,8044,Ὤ
0x1F6D,8045,Ὥ
0x1F6E,8046,Ὦ
0x1F6F,8047,Ὧ
0x1F70,8048,ὰ
0x1F71,8049,ά
0x1F72,8050,ὲ
0x1F73,8051,έ
0x1F74,8052,ὴ
0x1F75,8053,ή
0x1F76,8054,ὶ
0x1F77,8055,ί
0x1F78,8056,ὸ
0x1F79,8057,ό
0x1F7A,8058,ὺ
0x1F7B,8059,ύ
0x1F7C,8060,ὼ
0x1F7D,8061,ώ
0x1F80,8064,ᾀ
0x1F81,8065,ᾁ
0x1F82,8066,ᾂ
0x1F83,8067,ᾃ
0x1F84,8068,ᾄ
0x1F85,8069,ᾅ
0x1F86,8070,ᾆ
0x1F87,8071,ᾇ
0x1F88,8072,ᾈ
0x1F89,8073,ᾉ
0x1F8A,8074,ᾊ
0x1F8B,8075,ᾋ
0x1F8C,8076,ᾌ
0x1F8D,8077,ᾍ
0x1F8E,8078,ᾎ
0x1F8F,8079,ᾏ
0x1F90,8080,ᾐ
0x1F91,8081,ᾑ
0x1F92,8082,ᾒ
0x1F93,8083,ᾓ
0x1F94,8084,ᾔ
0x1F95,8085,ᾕ
0x1F96,8086,ᾖ
0x1F97,8087,ᾗ
0x1F98,8088,ᾘ
0x1F99,8089,ᾙ
0x1F9A,8090,ᾚ
0x1F9B,8091,ᾛ
0x1F9C,8092,ᾜ
0x1F9D,8093,ᾝ
0x1F9E,8094,ᾞ
0x1F9F,8095,ᾟ
0x1FA0,8096,ᾠ
0x1FA1,8097,ᾡ
0x1FA2,8098,ᾢ
0x1FA3,8099,ᾣ
0x1FA4,8100,ᾤ
0x1FA5,8101,ᾥ
0x1FA6,8102,ᾦ
0x1FA7,8103,ᾧ
0x1FA8,8104,ᾨ
0x1FA9,8105,ᾩ
0x1FAA,8106,ᾪ
0x1FAB,8107,ᾫ
0x1FAC,8108,ᾬ
0x1FAD,8109,ᾭ
0x1FAE,8110,ᾮ
0x1FAF,8111,ᾯ
0x1FB0,8112,ᾰ
0x1FB1,8113,ᾱ
0x1FB2,8114,ᾲ
0x1FB3,8115,ᾳ
0x1FB4,8116,ᾴ
0x1FB6,8118,ᾶ
0x1FB7,8119,ᾷ
0x1FB8,8120,Ᾰ
0x1FB9,8121,Ᾱ
0x1FBA,8122,Ὰ
0x1FBB,8123,Ά
0x1FBC,8124,ᾼ
0x1FBD,8125,᾽
0x1FBE,8126,ι
0x1FBF,8127,᾿
0x1FC0,8128,῀
0x1FC1,8129,῁
0x1FC2,8130,ῂ
0x1FC3,8131,ῃ
0x1FC4,8132,ῄ
0x1FC6,8134,ῆ
0x1FC7,8135,ῇ
0x1FC8,8136,Ὲ
0x1FC9,8137,Έ
0x1FCA,8138,Ὴ
0x1FCB,8139,Ή
0x1FCC,8140,ῌ
0x1FCD,8141,῍
0x1FCE,8142,῎
0x1FCF,8143,῏
0x1FD0,8144,ῐ
0x1FD1,8145,ῑ
0x1FD2,8146,ῒ
0x1FD3,8147,ΐ
0x1FD6,8150,ῖ
0x1FD7,8151,ῗ
0x1FD8,8152,Ῐ
0x1FD9,8153,Ῑ
0x1FDA,8154,Ὶ
0x1FDB,8155,Ί
0x1FDD,8157,῝
0x1FDE,8158,῞
0x1FDF,8159,῟
0x1FE0,8160,ῠ
0x1FE1,8161,ῡ
0x1FE2,8162,ῢ
0x1FE3,8163,ΰ
0x1FE4,8164,ῤ
0x1FE5,8165,ῥ
0x1FE6,8166,ῦ
0x1FE7,8167,ῧ
0x1FE8,8168,Ῠ
0x1FE9,8169,Ῡ
0x1FEA,8170,Ὺ
0x1FEB,8171,Ύ
0x1FEC,8172,Ῥ
0x1FED,8173,῭
0x1FEE,8174,΅
0x1FEF,8175,`
0x1FF2,8178,ῲ
0x1FF3,8179,ῳ
0x1FF4,8180,ῴ
0x1FF6,8182,ῶ
0x1FF7,8183,ῷ
0x1FF8,8184,Ὸ
0x1FF9,8185,Ό
0x1FFA,8186,Ὼ
0x1FFB,8187,Ώ
0x1FFC,8188,ῼ
0x1FFD,8189,´
0x1FFE,8190,῾
,,
0x2000,8192, 
0x2001,8193, 
0x2002,8194, 
0x2003,8195, 
0x2004,8196, 
0x2005,8197, 
0x2006,8198, 
0x2007,8199, 
0x2008,8200, 
0x2009,8201, 
0x200A,8202, 
0x200B,8203,​
0x200C,8204,‌
0x200D,8205,‍
0x200E,8206,‎
0x200F,8207,‏
0x2010,8208,‐
0x2011,8209,‑
0x2012,8210,‒
0x2013,8211,–
0x2014,8212,—
0x2015,8213,―
0x2016,8214,‖
0x2017,8215,‗
0x2018,8216,‘
0x2019,8217,’
0x201A,8218,‚
0x201B,8219,‛
0x201C,8220,“
0x201D,8221,”
0x201E,8222,„
0x201F,8223,‟
0x2020,8224,†
0x2021,8225,‡
0x2022,8226,•
0x2023,8227,‣
0x2024,8228,․
0x2025,8229,‥
0x2026,8230,…
0x2027,8231,‧
0x2028,8232, 
0x2029,8233, 
0x202A,8234,‪
0x202B,8235,‫
0x202C,8236,‬
0x202D,8237,‭
0x202E,8238,‮
0x202F,8239, 
0x2030,8240,‰
0x2031,8241,‱
0x2032,8242,′
0x2033,8243,″
0x2034,8244,‴
0x2035,8245,‵
0x2036,8246,‶
0x2037,8247,‷
0x2038,8248,‸
0x2039,8249,‹
0x203A,8250,›
0x203B,8251,※
0x203C,8252,‼
0x203D,8253,‽
0x203E,8254,‾
0x203F,8255,‿
0x2040,8256,⁀
0x2041,8257,⁁
0x2042,8258,⁂
0x2043,8259,⁃
0x2044,8260,⁄
0x2045,8261,⁅
0x2046,8262,⁆
0x2048,8264,⁈
0x2049,8265,⁉
0x204A,8266,⁊
0x204B,8267,⁋
0x204C,8268,⁌
0x204D,8269,⁍
0x206A,8298,⁪
0x206B,8299,⁫
0x206C,8300,⁬
0x206D,8301,⁭
0x206E,8302,⁮
0x206F,8303,⁯
,,
